file_name,tsne_norm_x,tsne_norm_y,tsne_raw_x,tsne_raw_y,umap_norm_x,umap_norm_y,lda_norm_x,lda_norm_y,class_id,class_name,camera_id
S030C001P041R001A077.skeleton,21.125284,-56.064655,-1.2574099,17.63258,13.892394,-0.14343579,0.5360734,0.45637026,77,snap fingers,1
S026C002P041R002A073.skeleton,-35.040707,-47.216595,-20.935518,-22.271662,11.270815,-3.9157765,0.87140405,-2.7264242,73,staple book,2
S013C003P007R002A054.skeleton,-14.21646,-46.529434,-8.582772,22.656034,12.331999,-3.0131223,-0.41295618,0.35951495,54,point finger,3
S028C002P008R001A111.skeleton,-11.991601,11.970031,6.5101805,56.555916,11.014632,2.2071211,-1.1112797,-0.04092431,111,step on foot,2
S008C002P008R001A005.skeleton,0.32206473,33.35314,73.301094,-13.410163,10.339504,5.6118464,-0.4670915,-1.140367,5,drop,2
S020C002P054R002A071.skeleton,-12.368796,-52.513172,-16.575094,67.17191,12.642241,-2.5225484,1.6932328,2.5359483,71,make OK sign,2
S012C002P017R001A004.skeleton,16.27739,37.386036,49.497124,12.659449,12.555438,6.618751,0.7240968,-0.7215187,4,brush hair,2
S011C001P038R001A035.skeleton,19.48988,-11.681302,-58.701405,11.527251,9.105345,0.834909,-3.1372042,-0.6501329,35,nod head/bow,1
S023C001P057R002A069.skeleton,16.959623,-21.197033,12.325857,78.71327,14.759821,2.8441753,0.028672589,1.8765934,69,thumb up,1
S016C003P040R001A044.skeleton,4.6618156,-53.980953,30.290363,-23.997162,12.940666,-0.5025197,1.0780607,1.2378389,44,headache,3
S001C003P003R001A049.skeleton,-7.473824,-19.810978,13.504957,-39.735847,11.0450735,-0.9750622,1.3559155,0.94116634,49,fan self,3
S025C002P058R002A097.skeleton,-23.47519,-50.969948,34.517433,-11.893281,11.248018,-2.4863143,2.042496,4.1201024,97,arm circles,2
S030C003P095R002A066.skeleton,17.862196,7.9223757,-33.020214,51.959534,8.116801,3.6230402,1.9380903,-1.17091,66,juggle table tennis ball,3
S031C003P101R002A104.skeleton,16.508759,15.141642,-21.716923,-21.343327,7.5370674,3.3360925,-0.3475352,1.8449309,104,stretch oneself,3
S007C002P001R001A020.skeleton,37.19003,34.90923,18.747887,9.91585,13.899538,7.999703,0.66114193,-0.45045972,20,put on a hat/cap,2
S021C003P060R001A120.skeleton,-15.43969,-16.85892,59.61247,-4.5675025,11.573653,-1.6896243,-0.13106352,-0.3362431,120,rock-paper-scissors,3
S001C001P007R002A002.skeleton,-11.9076395,-27.23725,38.018723,8.331985,10.707624,-1.897246,1.8793402,1.7865041,2,eat meal,1
S006C002P019R002A034.skeleton,-47.448757,-37.586426,-0.54911804,-14.152885,10.415087,-3.9959207,1.09219,-2.7580676,34,rub two hands,2
S019C001P041R002A112.skeleton,21.524904,-53.047665,55.10707,-34.12776,13.697772,-0.27570143,-0.12122974,1.3195544,112,high-five,1
S011C001P027R002A051.skeleton,33.915367,-47.47739,-60.932568,8.767003,7.3553433,-2.0224464,-2.1879306,0.02509839,51,kicking,1
S021C001P056R001A072.skeleton,-32.80563,14.315238,-15.386578,67.87414,11.948578,2.8168364,1.5557991,1.5319824,72,make victory sign,1
S020C002P054R002A063.skeleton,-3.7584689,-68.835304,44.268547,8.092594,10.9535265,-3.754816,2.0358129,-1.2364255,63,shoot at basket,2
S030C001P048R002A082.skeleton,-56.454327,-33.76111,-24.735064,9.446032,9.572202,-4.3436747,1.8836576,-2.1043813,82,fold paper,1
S021C003P059R001A079.skeleton,-44.822414,-40.300533,35.574078,-35.212982,10.587182,-3.691448,1.4921381,-2.147828,79,sniff/smell,3
S003C003P015R001A039.skeleton,-45.44726,-4.8271646,-72.08662,-20.951385,11.095311,0.8333362,1.4736679,-0.0788113,39,put palms together,3
S007C002P008R002A008.skeleton,38.758488,-42.709717,35.288292,-35.105724,7.506153,-1.5015508,-2.5757709,-0.5609057,8,sit down,2
S009C001P017R002A050.skeleton,-5.6093707,12.598907,-61.37986,-14.034203,9.742519,2.8438563,-0.55234146,1.1714842,50,punch/slap,1
S011C003P015R002A051.skeleton,-3.1691556,45.172256,-10.839267,5.9167194,10.152203,6.7868214,-0.0406166,0.36764073,51,kicking,3
S023C001P056R001A087.skeleton,-10.1828575,10.814513,-8.710078,21.915018,10.864093,1.7743174,0.94170654,0.9828875,87,put on bag,1
S002C001P014R001A055.skeleton,17.607817,-32.892906,-55.72113,-19.650265,8.521392,-0.9815337,-1.0612788,-0.38363183,55,hugging,1
S005C001P015R001A059.skeleton,-0.9145472,12.99823,55.596207,-39.631203,9.271672,2.6988964,-4.4694304,-0.32535037,59,walking towards,1
S026C003P041R001A118.skeleton,3.3910456,-36.589855,-8.992784,25.733643,9.321929,-1.9219062,-2.18359,-0.3572954,118,exchange things,3
S028C003P046R001A062.skeleton,-18.05634,-58.46611,-2.5718772,-3.620516,11.6111145,-2.3791678,-0.14001119,1.2666447,62,take off headphone,3
S002C003P003R001A016.skeleton,5.911744,-34.052097,-66.316345,-15.35277,9.277221,-1.6203706,-1.4224086,-0.06147804,16,put on a shoe,3
S001C001P003R001A059.skeleton,18.477093,-33.411167,33.416534,36.012035,8.367704,-0.9634557,-3.0565503,0.37532324,59,walking towards,1
S019C003P041R001A106.skeleton,2.9216983,-36.391376,29.700968,32.55665,9.70601,-2.1557393,-1.8378943,0.7401511,106,hit with object,3
S029C001P075R001A063.skeleton,-36.955086,0.3680828,-29.471434,11.622877,11.097118,1.7871567,1.8529748,1.2407727,63,shoot at basket,1
S009C002P016R002A053.skeleton,10.349341,-9.830009,-67.70009,-23.453901,10.356637,2.6565192,-1.5938064,0.009183307,53,pat on back,2
S008C001P032R001A006.skeleton,23.973541,-15.405932,74.324005,-15.944865,8.6869755,0.5574396,-4.897065,-0.8131285,6,pick up,1
S014C003P015R002A058.skeleton,16.115654,35.92042,35.927895,29.817871,12.682737,6.7012863,0.28256923,-0.11166415,58,shaking hands,3
S029C003P074R001A076.skeleton,-49.788525,-34.410877,-9.902861,3.4044213,10.198685,-4.256753,1.4315225,-2.3514817,76,cutting paper,3
S023C002P065R002A094.skeleton,58.880733,25.915438,12.315632,2.3177283,14.665316,10.03972,1.0167451,0.49982077,94,throw up cap/hat,2
S001C002P006R001A001.skeleton,-26.930317,-42.583187,14.27819,-27.235426,11.84036,-3.4332712,1.5124757,1.1499519,1,drink water,2
S011C003P002R001A019.skeleton,48.81559,31.797241,28.33203,-8.270622,14.227478,8.494598,1.9552941,-0.15733981,19,take off glasses,3
S008C001P015R002A041.skeleton,33.542114,-11.784093,37.3733,-15.791429,8.093275,1.0270982,-2.0719519,-0.43616748,41,sneeze/cough,1
S016C001P025R002A045.skeleton,58.525368,13.7432785,58.790638,16.700102,14.096912,10.364982,0.34199768,-0.7645952,45,chest pain,1
S010C003P018R001A036.skeleton,-20.800436,-13.0766325,-28.383698,1.7031088,11.713003,-0.6993324,0.35812938,0.8105605,36,shake head,3
S001C001P008R001A026.skeleton,10.744094,-32.38709,16.287203,-16.56085,9.38903,-1.3660458,-1.2530094,-0.08775963,26,hopping,1
S007C001P017R001A034.skeleton,-38.974594,14.23746,47.48323,-25.757284,12.417678,3.0491447,1.3685262,-1.1080316,34,rub two hands,1
S029C002P074R001A105.skeleton,-32.202633,24.560873,13.49305,71.08129,11.89668,3.9753315,1.6703023,1.7090349,105,blow nose,2
S023C003P062R002A064.skeleton,13.219779,57.35641,24.248247,20.28018,11.285097,8.072392,0.8566423,-1.0892267,64,bounce ball,3
S026C002P076R002A108.skeleton,42.506046,-17.468838,-20.825335,-12.499438,7.1520715,-1.0741568,-2.5681908,-0.8456856,108,knock over,2
S031C003P006R001A069.skeleton,-7.6663713,-65.22422,-15.978489,-22.404999,13.396528,-1.8347579,0.85106915,1.2514405,69,thumb up,3
S017C001P017R001A021.skeleton,15.043436,38.429276,-4.337603,-0.4596506,12.460858,6.441587,1.6031811,1.9599663,21,take off a hat/cap,1
S002C001P011R001A004.skeleton,41.288788,33.029842,-36.33995,-6.5797386,13.941639,8.283678,0.23802334,0.11199021,4,brush hair,1
S001C002P003R002A054.skeleton,-36.52578,29.715029,-54.00847,8.270448,11.660834,4.2845297,0.27967182,-0.45149124,54,point finger,2
S023C002P067R001A107.skeleton,-10.075163,54.957222,10.560275,58.820896,8.748261,7.504094,-1.1313496,0.08869678,107,wield knife,2
S018C002P044R002A084.skeleton,-1.2658939,-38.295013,-20.671896,12.539493,9.541405,-2.7404294,0.86609775,0.097397596,84,play magic cube,2
S027C002P008R002A110.skeleton,-19.687708,-34.876995,68.569145,-13.253234,10.423396,-2.5720758,-0.11169961,-0.55880433,110,shoot with gun,2
S003C003P008R002A020.skeleton,1.1641741,0.7232998,-70.32926,-20.457333,9.295232,2.1347222,1.0723125,2.7569976,20,put on a hat/cap,3
S005C003P010R002A012.skeleton,14.100759,14.979779,23.665558,-29.593018,7.477435,3.1602654,1.3445894,-0.61593103,12,writing,3
S027C003P083R001A119.skeleton,-32.924824,-33.88239,9.033983,6.938726,9.999518,-3.0818412,0.35384157,-1.6426924,119,support somebody,3
S007C003P001R002A052.skeleton,-9.185407,42.0713,-18.237389,-40.653694,9.195398,6.757607,-1.986016,0.12627544,52,pushing,3
S003C002P017R002A050.skeleton,-3.1733584,6.362812,-68.70044,-20.13274,9.606483,2.4933536,-2.1957307,1.2799156,50,punch/slap,2
S008C003P035R001A020.skeleton,-14.966327,-61.075558,50.018738,-12.679857,11.932626,-1.9777098,1.2140121,-1.8211725,20,put on a hat/cap,3
S029C003P080R002A109.skeleton,-6.722079,44.64746,-57.70295,3.435165,9.5405245,7.033111,-1.7241297,0.6400695,109,grab stuff,3
S025C002P065R001A084.skeleton,2.1157582,35.80564,43.308285,-13.618826,10.37406,5.85804,0.10302204,-1.9559302,84,play magic cube,2
S027C001P011R001A112.skeleton,19.053265,-54.45377,-15.672175,69.3956,13.703014,-0.4314122,0.21621299,2.168036,112,high-five,1
S030C002P076R002A100.skeleton,3.4770749,-30.67757,-23.02461,-20.497824,9.809264,-1.8542677,-1.8977089,-0.7682152,100,butt kicks,2
S001C003P001R001A056.skeleton,-14.108473,47.31444,-26.841707,-53.08238,8.275955,7.0783396,-1.3331296,-0.105118394,56,giving object,3
S002C002P013R002A050.skeleton,-20.722206,43.51157,-74.19493,12.332905,8.127329,6.3656244,-1.1649421,0.48502755,50,punch/slap,2
S030C003P081R001A101.skeleton,12.700857,-30.28444,7.2230477,-2.1995142,9.428664,-1.0002081,-2.145575,0.0026806246,101,cross toe touch,3
S016C002P007R001A055.skeleton,15.5447,4.703579,61.26229,-20.2912,8.464757,3.3261874,-0.11722323,-0.7955222,55,hugging,2
S007C003P027R001A056.skeleton,-31.439413,-48.333633,-3.4723063,-40.80365,12.18586,-3.2858589,-0.28669238,-1.1484973,56,giving object,3
S020C001P008R002A120.skeleton,-2.8135335,-44.546482,-17.501028,33.841007,12.7988405,-2.328979,1.1770251,0.9103301,120,rock-paper-scissors,1
S009C002P007R002A030.skeleton,-49.999832,-40.599277,-27.60513,-25.531557,10.540435,-4.229349,1.5006173,-2.8233457,30,type on a keyboard,2
S027C001P041R002A085.skeleton,21.282917,-46.100956,24.819818,20.701357,8.418477,-1.5372323,0.74997514,-1.0551178,85,apply cream on face,1
S028C003P087R002A109.skeleton,-9.917028,-18.173008,31.82814,26.705696,10.85768,-0.88415015,0.57026017,0.121106386,109,grab stuff,3
S031C002P042R001A071.skeleton,-43.37239,23.237978,6.308595,55.558643,12.466556,3.7481709,1.1341903,1.5570322,71,make OK sign,2
S023C002P067R002A098.skeleton,15.873997,-62.419556,12.012796,-21.136442,13.869658,-0.59481406,0.91756,2.8034225,98,arm swings,2
S008C002P035R002A027.skeleton,21.379608,-39.849644,38.49118,-8.0161295,8.902137,-2.0282266,-1.7631233,0.8975682,27,jump up,2
S023C002P063R001A064.skeleton,-35.988354,53.21427,-8.312955,3.55343,6.6395535,7.808944,-0.6123529,0.36678824,64,bounce ball,2
S029C001P049R002A080.skeleton,30.46793,-26.909824,-39.66628,49.754425,8.34903,-0.2301212,-3.848751,2.1854365,80,squat down,1
S026C002P070R001A074.skeleton,-28.97802,59.333557,-51.1551,-16.347242,7.2021403,8.466855,0.10390651,-0.64958227,74,counting money,2
S011C003P016R001A022.skeleton,40.693066,42.942436,14.07699,-23.915352,14.266108,7.542572,1.8246639,2.6617064,22,cheer up,3
S031C001P067R002A074.skeleton,58.812557,16.47704,-38.380375,2.0859897,14.452478,10.328058,0.76374775,-0.29921353,74,counting money,1
S031C001P085R002A108.skeleton,38.73503,-42.63428,-28.458006,73.24485,7.5284624,-1.5517292,-0.7828265,-0.0031132698,108,knock over,1
S007C003P001R001A035.skeleton,31.69315,-13.209633,-10.688386,-37.840313,8.110835,0.79270184,-5.046814,-0.2428065,35,nod head/bow,3
S012C001P027R001A045.skeleton,10.465726,-24.881157,36.57532,24.560272,9.146248,-0.14901742,-2.3334153,0.5584188,45,chest pain,1
S013C003P025R002A058.skeleton,-0.77688605,63.580524,-44.144867,-25.157713,9.559259,8.491242,1.0533334,-0.4934383,58,shaking hands,3
S012C003P016R001A029.skeleton,-48.747463,-12.199276,12.006361,8.442684,11.447742,0.45784283,1.5154624,-2.6702015,29,play with phone/tablet,3
S029C001P006R002A094.skeleton,0.017928733,-64.17964,-30.753347,14.406239,13.260962,-1.3953625,1.7803402,2.361911,94,throw up cap/hat,1
S017C003P020R002A006.skeleton,15.746154,1.2611761,41.862217,1.787462,8.479239,2.6049843,-3.3059406,0.4594998,6,pick up,3
S019C003P046R002A108.skeleton,19.482344,48.934856,16.120192,8.242004,12.023801,7.5012197,-1.0731373,0.95422024,108,knock over,3
S028C003P070R002A089.skeleton,2.0637338,67.24222,-31.887241,-7.328286,9.950106,8.597961,1.2460628,-0.67944473,89,put object into bag,3
S014C003P007R001A042.skeleton,4.187127,-34.3319,21.484552,-29.101143,9.254474,-1.7605374,-4.494735,0.17820698,42,staggering,3
S024C002P057R001A089.skeleton,-28.660244,60.352104,-23.348866,58.329926,7.2048783,8.516328,0.5007249,-0.14788628,89,put object into bag,2
S003C002P018R001A057.skeleton,-8.677594,15.632981,-74.02244,4.6971664,10.275947,3.1113439,-2.1496766,-0.46096277,57,touch pocket,2
S030C003P043R002A073.skeleton,-1.5947895,59.345966,-13.983103,-4.1356316,9.157309,8.367422,1.8296394,-0.30629364,73,staple book,3
S027C001P083R002A096.skeleton,-11.427239,-13.221935,10.278953,52.552372,10.672135,-1.3516246,-0.35732463,-0.8767775,96,cross arms,1
S013C001P017R001A056.skeleton,29.344898,-2.1101584,36.57099,-39.134686,8.079623,1.6152133,-2.032754,-0.5774883,56,giving object,1
S001C001P004R002A028.skeleton,-6.9585795,-16.627756,38.884995,4.3565617,10.870036,-0.8625491,0.8757796,0.55039865,28,phone call,1
S017C001P008R002A021.skeleton,52.109467,13.033321,25.999147,5.4287696,13.7057705,10.107443,1.5993174,0.9192057,21,take off a hat/cap,1
S032C003P102R001A101.skeleton,45.59587,17.508114,-19.489006,-60.38558,13.647778,9.42827,0.2781979,-0.8708536,101,cross toe touch,3
S010C001P013R001A048.skeleton,32.503906,-32.338017,-28.19178,-46.851887,8.814001,-0.070811525,-2.041267,-0.9450065,48,nausea/vomiting,1
S011C001P001R001A054.skeleton,-40.76821,13.695493,-17.0183,-12.106744,12.477807,2.9906082,1.812747,0.28618813,54,point finger,1
S024C003P067R002A089.skeleton,-3.0381806,57.48593,1.342609,19.662722,9.012426,8.208985,1.6905786,-0.13696164,89,put object into bag,3
S030C003P081R002A115.skeleton,-19.072718,13.29881,-38.62558,-17.12639,10.886945,2.4037917,0.304533,1.2141409,115,take a photo,3
S023C002P066R002A077.skeleton,53.708244,26.639078,2.3389122,17.888803,14.74334,9.597452,1.6937095,0.62677443,77,snap fingers,2
S023C002P059R002A082.skeleton,-43.76124,-39.043945,-0.26349872,4.809489,10.520599,-3.5741484,1.718141,-2.0352402,82,fold paper,2
S016C003P019R001A053.skeleton,-23.573826,42.01714,1.8190212,-13.16207,7.956832,6.193923,-1.4620173,-0.22834253,53,pat on back,3
S027C001P085R002A070.skeleton,9.570412,-61.571957,23.065025,25.475037,13.686253,-0.55992943,0.94787955,1.4563476,70,thumb down,1
S021C002P058R002A120.skeleton,-5.818931,-54.91515,-20.725605,26.19448,12.61087,-1.4955925,1.0443029,0.4730653,120,rock-paper-scissors,2
S026C003P041R002A096.skeleton,3.226186,70.538605,-48.502083,-18.086176,10.140214,8.55113,0.89473695,0.7292486,96,cross arms,3
S029C002P008R001A087.skeleton,-32.65632,20.87507,11.479104,-24.102522,11.762634,3.7758698,1.0004425,0.99001986,87,put on bag,2
